correo|nombre|dire|pais|departamento|prov|dist|ruc|rep|telefono|correo
centrocindes@hotmail.com |centro de apoyo e investigacion para el desarrollo campesino - centro cindes |jr. arequipa 387 of. 302 ||puno |||||051 - 271125 |centrocindes@hotmail.com 
cearperu@gmail.com |centro de apoyo rural - |jr. cajamarca 931 ||junín |||||(064) 235717 |cearperu@gmail.com 
ceade_peru_2012@hotmail.com |"centro de apoyo y desarrollo empresarial ""ceade"" - "|jr. centauro b-12 coop. santa isabel ||junín |||||(064) 394224 |ceade_peru_2012@hotmail.com 
caiph2014@gmail.com |centro de asesoria, investigacion y promocion humana - caiph |urb. antonia m. caceres block h edificio 2 dpto. 101 ||callao |||||991272587|caiph2014@gmail.com 
jfontela@caps.org.pe |centro de atencion psicosocial - caps - caps |jr. caracas 2380 ||lima |||||462-1600 |jfontela@caps.org.pe 
carishayaperu@gmail.com |centro de atencion residencial infantil shaya - cari shaya |calle jose quiñones 308 ||lambayeque |||||987593641|carishayaperu@gmail.com 
caef14@yahoo.com |centro de atencion y educacion a la familia - caef - |campiña de moche, huaca del sol s/n sec. curva de sun ||la libertad |||||44632372 / 955669669 |caef14@yahoo.com 
admin@capsocialperu.org / |centro de atencion y promocion social - |av. huancavelica 2261 ||junín |||||(064) 388582 |admin@capsocialperu.org / 
bidalamolina@gmail.com |"centro de biodiversidad y desarrollo agrario la molina ""bida"" - "|av. independencia 500 - santa clara ||lima |||||356-3548 |bidalamolina@gmail.com 
cccp.puno@gmail.com |centro de capacitacion campesina de puno - c.c.c.p. |jr. paula vigil 178 - barrio mañazo ||puno |||||(051) 563155 |cccp.puno@gmail.com 
cecomu@hotmail.com |centro de capacitacion en oficios para la mujer - cecomu |av. salaverry 447 ||san martín |||||976109129 / 932894548 |cecomu@hotmail.com 
miavesan28@gmail.com |centro de capacitacion evangelico jesus el maestro - |calle juan cuglievan 625, 3° piso ||lambayeque |||||985269668|miavesan28@gmail.com 
ccjma@arguedianos.org |centro de capacitacion j.m. arguedianos - c.c.j.m.a |jr. 2 de mayo 394 ||junín |||||(064) 249357 / 241483 |ccjma@arguedianos.org 
hugo.yanque@arariwa-microfinanzas.org.pe |ayni |av. garcilaso 516 ||cusco |||||084 - 225333 / 084 263845 |hugo.yanque@arariwa-microfinanzas.org.pe 
cecydesperuong@hotmail.com |centro de capacitacion y desarrollo social peruano - cecydesperu |cjto. habit edwin vasquez mz.f lte.4 -sub lote.11 calle 2 ||lima |||||543-5392 / 942857315 |cecydesperuong@hotmail.com 
direccion@radioyaravi.org.pe |centro de comunicacion amakella - |calle los robles 139 urb. orrantia ||arequipa |||||(054) 213172 |direccion@radioyaravi.org.pe 
mujerysociedad@terra.com.pe / joshihua125@hotmail.com |centro de comunicacion e investigacion aplicada mujer y sociedad - |calle cesareo chacaltana n°151 ||lima |||||444-2289 / 992798804 |mujerysociedad@terra.com.pe / joshihua125@hotmail.com 
mailcima@cima.org.pe |azul - cima-cordillera azul |av. alfredo benavides 1238, oficina 601 ||lima |||||241-2291 |mailcima@cima.org.pe 
cedap@terra.com.pe |centro de desarrollo agropecuario - cedap |av. mariscal avelino caceres 1203 cercado ||ayacucho |||||(066) 313074 |cedap@terra.com.pe 
cedasperu@hotmail.com / htitikaka@hotmail.com |centro de desarrollo ambiental y social - cedas |av. la torre 346 ||puno |||||051-351210 |cedasperu@hotmail.com / htitikaka@hotmail.com 
coordinacion@cdcip.org |centro de desarrollo de capacidades institucionales y productivas - cdcip |jr. francisco bolognesi 545 ||cajamarca |||||(076) 354289 |coordinacion@cdcip.org 
cedisa@terra.com.pe |centro de desarrollo e investigacion de la selva alta - cedisa |jr.ulises reategui 417 ||san martín |||||(042) 521644 |cedisa@terra.com.pe 
cedetdir@gmail.com |centro de desarrollo etnico cedet - |av. bolivia 569 ||lima |||||330-2653 |cedetdir@gmail.com 
direccion@cendinco.org.pe |centro de desarrollo integral de comunidades - cedinco |jr. pedro galvez 1974 ||junín |||||(064) 388534 / 451280 |direccion@cendinco.org.pe 
cedifa_p@yahoo.com |centro de desarrollo integral para la familia - cedifa |mza. r lote 15 picchu alto la rinconada ||cusco |||||correo electrónico: |cedifa_p@yahoo.com 
cedesmanossolidarias@gmail.com |centro de desarrollo manos solidarias - cedes manos solidarias |jr. toparpa 135 - barrio san cristobal ||huancavelica |||||957675773|cedesmanossolidarias@gmail.com 
cdrinazareno.peru@yahoo.es ||av. lambayeque 201 ||piura |||||(073) 378174 |cdrinazareno.peru@yahoo.es 
jamiska@hotmail.com |centro de desarrollo social kuska wiñasun - kuska ong - |pasaje los pinos nº 163 - tercer piso ||junín |||||964899948|jamiska@hotmail.com 
filomena-guillenm@gmail.com |centro de desarrollo tecnico productivo cedetep - |jiron maynas 356, jose galvez barrenechea ||lima |||||293-5393 / 949883978 |filomena-guillenm@gmail.com 
direccion-mefilomeno@cedapp.org.pe / |centro de desarrollo y asesoria psicosocial - cedapp |av. alfredo benavides 2059, 2° piso ||lima |||||267-8142 / 358-6026 |direccion-mefilomeno@cedapp.org.pe / 
felixadrianzenr@hotmail.com |centro de desarrollo y capacitacion para el progreso - cedecap |calle gonzales prada 179 ||lima |||||264 2396 |felixadrianzenr@hotmail.com 
anapanciqueiros@gmail.com |centro de desarrollo y democracia - cedemos |av. alfonso ugarte 117 -urb. niagara centro chaclacayo ||lima |||||999631766|anapanciqueiros@gmail.com 
centro_eco@hotmail.com |centro de ecologia y genero - eco - centro eco |av. la union 122 - urb. santa elena ||lambayeque |||||956290035 / 961683415 |centro_eco@hotmail.com 
direccion@guamanpoma.org |poma |jr. retiro nº 346 - barrio de tahuantinsuyo ||cusco |||||(084) 235931 |direccion@guamanpoma.org 
forprodes@gmail.com |desarrollo - forprodes |av. estados unidos 327, urb. huaquillay ||lima |||||715-6000 / 998173106 |forprodes@gmail.com 
ongdceidesperu@gmail.com |peru - ceides peru |calle santa maria mz. x lote 13, dpto. 203, urb. la merced ||la libertad |||||44531830 / 998585695 |ongdceidesperu@gmail.com 
jlvillagarayz17@gmail.com |centro de energia renovable y proteccion del medio ambiente - cerpma |av. ferrocarril 494 ||junín |||||064-418495 |jlvillagarayz17@gmail.com 
ceapda.mipueblo@gmail.com |ceapda mi pueblo |av. santa cruz - av. la paz lote 13 - cercado de tacna ||tacna |||||952818255|ceapda.mipueblo@gmail.com 
cahuachi@terra.com.pe |centro de estudios arqueologicos precolombinos - c.e.a.p |av. de la cultura nº 600 ||ica |||||056-523444 |cahuachi@terra.com.pe 
cecycap@speedy.com.pe |centro de estudios cristianos y capacitacion popular - cecycap |"quinta luisa bloque ""d"" dpto.107 residencial campo verde "||arequipa |||||(054) 344895 |cecycap@speedy.com.pe 
ceptis@ceptis.com |centro de estudios de prevencion, tratamiento, investigacion y de salud - ceptis |av. ayacucho 372, 3er piso, urb. los rosales, ||lima |||||266-4237 |ceptis@ceptis.com 
cepesju@cepesju.org |centro de estudios de problemas economicos y sociales de la juventud - cepesju |av. ignacio merino 1855. oficina 301 ||lima |||||471-3587 / 265-9543 |cepesju@cepesju.org 
cesma@qnet.com.pe |centro de estudios economico sociales y medio ambiente - cesma |"av. america oeste mz. h edifici. ""m"" dpto. 101 - urb. vista her. "||la libertad |||||044-280309 |cesma@qnet.com.pe 
ceder@ceder.org.pe |centro de estudios para el desarrollo regional - ceder |urbanizacion aurora f- 13 ||arequipa |||||(054) 289405 / 959609126 |ceder@ceder.org.pe 
cedep@cedepperu.org ||jr. maria parado de bellido 150 urb. san felipe ||lima |||||463-0099 / 460-2855 / |cedep@cedepperu.org 
info@ceetydes.org |ceetydes |av. monterrico sur 130 block h dpto. 503 ||lima |||||557-8176 |info@ceetydes.org 
cepcea@gmail.com / administracion@cepcea.org |abdominales (cepcea) - |av. grau 956 ||piura |||||(073) 600399 |cepcea@gmail.com / administracion@cepcea.org 
ongceprodem2011@hotmail.com |ceprodem |pasaje maria auxiliadora 158-a ||huánuco |||||064-514584 |ongceprodem2011@hotmail.com 
cbc@apu.cbc.org.pe / valerio.paucarmayta@apu.cbc.org.pe |centro de estudios regionales andinos bartolome de las casas - cbc |pasaje pampa de alianza 164 ||cusco |||||(084) 245415 |cbc@apu.cbc.org.pe / valerio.paucarmayta@apu.cbc.org.pe 
solidaridad@cess.org.pe |centro de estudios sociales solidaridad - ces solidaridad |calle leoncio prado 443 ||lambayeque |||||(074) 607127 / 607-128 |solidaridad@cess.org.pe 
postmast@cesip.org.pe |centro de estudios sociales y publicaciones - cesip |jr. coronel zegarra 722 ||lima |||||471-3410 |postmast@cesip.org.pe 
cedepp-ong@hotmail.com |centro de estudios y desarrollo economico para los pueblos - cedepp |jr. la amistad 213 ||puno |||||051-9925086 / 951925058 |cedepp-ong@hotmail.com 
cedes.apu@gmail.com |centro de estudios y desarrollo social apurimac - cedes apurimac |urb. los ingenieros b-19 ||apurimac |||||(083) 322001 |cedes.apu@gmail.com 
postmast@predes.org.pe |centro de estudios y prevencion de desastres - predes |calle martin de porres 159-161 ||lima |||||2210251|postmast@predes.org.pe 
cepco@cepco.org.pe |centro de estudios y promocion comunal del oriente - cepco |jr. proyecto 100 ||san martín |||||042-523758 |cepco@cepco.org.pe 
presiden@desco.org.pe / cloti@desco.org.pe |centro de estudios y promocion del desarrollo - desco |jr. huayna capac 1372 - urb. santa beatriz ||lima |||||613-8300 / 613-8301 |presiden@desco.org.pe / cloti@desco.org.pe 
mparedes@descosur.org.pe |centro de estudios y promocion del desarrollo del sur descosur - descosur |calle malaga grenet 678 ||arequipa |||||(054) 257043 |mparedes@descosur.org.pe 
cedas-org@outlook.com ||pasaje manuel silva 113 - barrio arajuez ||cajamarca |||||(076) 365152 |cedas-org@outlook.com 
cenfydes_umc@hotmail.com |centro de fomento y desarrollo social - cenfydes |av. pacasmayo 902 ||callao |||||987613963|cenfydes_umc@hotmail.com 
cfcps.espinar@gmail.com |centro de formacion campesina de la prelatura de sicuani - |calle bolivar 500 ||cusco |||||(084) 301354 |cfcps.espinar@gmail.com 
cefdefam@hotmail.com |centro de formacion y desarrollo de la familia - ce.f.de fam. |calle hermanos angulo 1132 ||la libertad |||||044-402799 |cefdefam@hotmail.com 
lovonzavala@yahoo.fr |centro de formacion y produccion arariwa - cenfopar |calle santa clara s/n ||cusco |||||(084) 215183 |lovonzavala@yahoo.fr 
avassi@cedro.org.pe / postmast@cedro.org.pe |cedro |av. roca y boloña 271- urb. san antonio ||lima |||||446-6682 / 446-7046 |avassi@cedro.org.pe / postmast@cedro.org.pe 
cicapperu@yahoo.com.mx |centro de investigacion comunal y agropecuaria del peru - cicap |av. universitaria cuadra 56 jr. miguel ortiz 404 mz. e lt. 1 y 8 of. 201 ||lima |||||552-3585 |cicapperu@yahoo.com.mx 
gestion@cived.org.pe |centro de investigacion conocimiento y desarrollo - cived |av. manuel telleria 1615, dpto. 204 ||lima |||||425-5249 |gestion@cived.org.pe 
ciadpuno@hotmail.com |centro de investigacion de analisis y desarrollo - ciad |jr. lambayeque 472-476 ||puno |||||051 504266 |ciadpuno@hotmail.com 
evaldivia@cirnma.org.pe |centro de investigacion de recursos naturales y medio ambiente - cirnma |parque industrial salcedo mz. n lote 11-12 ||puno |||||(051) 366029 |evaldivia@cirnma.org.pe 
cidesbepperu2013@hotmail.com |centro de investigacion desarrollo y becas peru - cidbp |calle ciro alegria n° 891 mz. a lote 03 urb. los fresnos ||la libertad |||||044-225446 |cidesbepperu2013@hotmail.com 
cidcsaperu@hotmail.com |peru |pasaje bolivar 125 ||puno |||||051-973153675 |cidcsaperu@hotmail.com 
ciicytdi@gmail.com |inclusivo - ciicytdi |av. la marina 1151 ||callao |||||3839121|ciicytdi@gmail.com 
gleny-25@hotmail.com |y nativas del peru - sol - ciidccan - peru - sol |jr. pizarro n°250 ||ayacucho |||||955862644|gleny-25@hotmail.com 
tsanchez.92.17@gmail.com |binder - cidiacabi - |av. jose faustino sanchez carrion 384 ||ucayali |||||969527477|tsanchez.92.17@gmail.com 
danteroncalacosta@gmail.com |"centro de investigacion para el desarrollo socio economico ""san camilo"" - "|"urb. santa victoria mz. ""a"" lte. 13 - la laguna "||huánuco |||||062 - 517803 / 968288414 |danteroncalacosta@gmail.com 
cids-peru@hotmail.com |centro de investigacion para el desarrollo sostenible del peru - cids peru |"aa.hh. los medanos mz. ""e"" lote 44-piso 2 "||piura |||||073-676356 |cids-peru@hotmail.com 
ndedios@cidmaperu.org |cidma |urb. universitaria mz. b lote 14 ||piura |||||(073) 326540 |ndedios@cidmaperu.org 
lopezyonel@gmail.com |agroindustrial sostenible - cibidas |jiron santa ines nº 598 piso 2º - barrio el huayco ||san martín |||||949966316|lopezyonel@gmail.com 
ciades2000@hotmail.com |ciades |mz. 68 lote 1 c - las lomas ||la libertad |||||978556311|ciades2000@hotmail.com 
rubenespinozaretis@outlook.com |"von humboldt"" - ciadc alexander von humboldt "|pasaje abtao 130 (alt. de cuadra 4 de la prolong. abtao) ||huánuco |||||966576969|rubenespinozaretis@outlook.com 
ciccaapurimac@gmail.com |centro de investigacion y capacitacion campesina - cicca |jr. puno 201 ||apurimac |||||(083) 321503 |ciccaapurimac@gmail.com 
ongdcidar@yahoo.es / ongdcidar@gmail.com |centro de investigacion y desarrollo antonio raimondi - cidar |urb. el ingeniero iii, mz. f - lte. 07 ||lambayeque |||||(074) 219166 |ongdcidar@yahoo.es / ongdcidar@gmail.com 
ongcideayllu@hotmail.com |centro de investigacion y desarrollo ayllu - cideayllu |calle abraham valdelomar 153 ||ica |||||056-506253 |ongcideayllu@hotmail.com 
nariwalac_piura@yahoo.es |centro de investigacion y desarrollo educativo ñari walac - cide ñari walac |calle los rubies b-17 ii etapa - urb. miraflores ||piura |||||073-346612 |nariwalac_piura@yahoo.es 
cidic_huancavelica@yahoo.es |centro de investigacion y desarrollo integral de la comunidad - cidic |jr. san francisco de asis 221 - ascension ||huancavelica |||||067-792291 |cidic_huancavelica@yahoo.es 
cidisurperu@hotmail.com |cidisurp |urbanizacion villa del lago mz f lote 9 ||puno |||||(051) 350513 / 950983656 |cidisurperu@hotmail.com 
cidellci@gmail.com |centro de investigacion y desarrollo la llave de la ciencia 1 - cidellci - cidellci |jr. camana 950, oficina 209 ||lima |||||423-0053 |cidellci@gmail.com 
amanecerperu_ong@yahoo.es |ambiente - amanecer |calle nicolas rebaza 751 urb. las quintanas ||la libertad |||||(044) 249542 |amanecerperu_ong@yahoo.es 
ciedi@ciedilalibertad.org.pe / |libertad - ciedi la libertad |av. la perla mz. f lote 8, 3° piso - urb. ingenieria ||la libertad |||||correo electrónico: |ciedi@ciedilalibertad.org.pe / 
cimadpiura@yahoo.es |centro de investigacion y manejo agroecologico para el desarrollo - cimad |urb. leoncio elias arboleda mz. i lote 23 - 1º piso ||piura |||||073-371652 |cimadpiura@yahoo.es 
cbrcipperu_1@hotmail.com / cirilobravo.r@gmail.com |centro de investigacion y produccion del peru - cipperu |alameda grau 1154, san francisco ||ancash |||||(043) 426243 |cbrcipperu_1@hotmail.com / cirilobravo.r@gmail.com 
cipromn@hotmail.com |centro de investigacion y promocion de la mujer y el niño - |urb. miraflores calle 21 mz. s lote 12 - ii etapa ||piura |||||969980068|cipromn@hotmail.com 
cipca@cipca.pe / cipca@cipca.org.pe |centro de investigacion y promocion del campesinado - cipca |calle san ignacio de loyola 300, urb. miraflores ||piura |||||(073) 342860 / 345573 |cipca@cipca.pe / cipca@cipca.org.pe 
cipdandino@speedy.com.pe ||jr.silva 958 ||cajamarca |||||076-551253 |cipdandino@speedy.com.pe 
adm01_cipdeslambayeque@yahoo.es |centro de investigacion y promocion del desarrollo sostenible - cipdes |psj. rio chotano 411, urb. federico villareal ||lambayeque |||||074-232774 |adm01_cipdeslambayeque@yahoo.es 
gestionchalaca@gmail.com |centro de investigacion y promocion economica - |calle los eucaliptos mz. d lote 11 - los pinos - naranjal ||lima |||||950476861|gestionchalaca@gmail.com 
ciperuch@hotmail.com |centro de investigacion y promocion educacional rural y urbana - ciperu |calle sucre 320 urb. cercado de chiclayo ||lambayeque |||||074-228850 |ciperuch@hotmail.com 
cipdfa2005@gmail.com |cipdfa |calle canada 232, urb. el recreo ||la libertad |||||(044) 203474 |cipdfa2005@gmail.com 
cendipp@mujer21.net |centro de investigacion y promocion popular - cendipp - |jr.jose gregorio paredes 161 ||lima |||||261-2688 / 461-7010 |cendipp@mujer21.net 
cipssaralafosse@hotmail.com |centro de investigacion y promocion social (cips) sara lafosse - |pasaje ilave148 - urb. el molino ||la libertad |||||(044) 261760 |cipssaralafosse@hotmail.com 
citedes8@hotmail.com |centro de investigacion y tecnologia para el desarrollo - citedes |av. america norte 410, 2° piso ||la libertad |||||(044) 384463 |citedes8@hotmail.com 
cittec-peru@hotmail.com |centro de investigacion y transferencia de tecnologias - peru - cittec - peru |lote 15 mz. 12 centro poblado jose de san martin ||tacna |||||944405236|cittec-peru@hotmail.com 
cicap@cicap.org.pe |centro de investigacion, capacitacion, asesoria y promocion - cicap |calle manco capac 725 - urb. san juan ||lambayeque |||||074-231587 |cicap@cicap.org.pe 
postmast@cidap.org.pe |centro de investigacion, documentacion y asesoria poblacional - cidap |jr. husares de junin 654 ||lima |||||461-5566 |postmast@cidap.org.pe 
ideas_piura@ideas.org.pe ||jr. tambo grande mz. q-8 urb. santa ana ii etapa ||piura |||||(073) 331967 - 607346 |ideas_piura@ideas.org.pe 
untiveros@hotmail.com |centro de investigacion, educacion y desarrollo - cied |jr. risso 289, 2º piso - dpto. b ||lima |||||471-0395 |untiveros@hotmail.com 
wsiapo@hotmail.com |centro de investigacion, estudios y promocion del desarrollo - minka - |jr. independencia 467, 2° piso ||la libertad |||||044-242923 / 982014800 |wsiapo@hotmail.com 
dirección: |centro de investigacion, promocion y desarrollo andino chavin - cipda chavin |jr. leonisa y lescano 687, barrio huarupampa ||ancash |||||043-444074 |dirección: 
